"Id","MSSubClass","LotShape","LandContour","LandSlope","BldgType","HouseStyle","OverallQual","OverallCond","LotFrontage","LotArea","GarageArea","GrLivArea","TotalBsmtSF","SalePrice","Target","Irregular_OHE","Moderately Irregular_OHE","Regular_OHE","Slightly irregular_OHE","Near Flat_OHE","Banked_OHE","Depression_OHE","Hillside_OHE","Gentle slope_OHE","Moderate Slope_OHE","Severe Slope_OHE","Ordinal_OverallQual","Ordinal_OverallCond","MeanEncoding_MSSubClass","MeanEncoding_BldgType","MeanEncoding_HouseStyle","MeanNorm_LotFrontage","MeanNorm_LotArea","MeanNorm_GarageArea","MeanNorm_GrLivArea","MeanNorm_TotalBsmtSF","MeanNorm_SalePrice","Std_LotFrontage","Std_LotArea","Std_GarageArea","Std_GrLivArea","Std_TotalBsmtSF","Std_SalePrice"
767,"2-STORY 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Good","Average",80,10421,496,1714,980,196500,1,0,0,1,0,1,0,0,0,1,0,0,7,5,0.5117056856187291,0.48688524590163934,0.49887640449438203,0.034075485041005396,-0.00044790989362584544,0.01623403597581003,0.03740322181044893,-0.012672578077707759,0.021634223176765797,0.4517813013821295,-0.009600795374233176,0.107667641467876,0.37781867341367353,-0.17649535516851844,0.19610162751990798
768,"1-1/2 STORY FINISHED ALL AGES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Above Average","Good",75,12508,423,1750,983,160000,1,0,0,0,1,1,0,0,0,1,0,0,6,7,0.5,0.48688524590163934,0.525974025974026,0.01695219736977252,0.009306933640927427,-0.035246923121510135,0.044185437334186686,-0.01218157971436897,-0.02905318135038321,0.22475647169178412,0.19949093940477147,-0.2337652255512625,0.44632741538702886,-0.1696570520234716,-0.26335016057151134
769,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average",70,9100,484,1836,1860,216837,0,0,0,1,0,1,0,0,0,1,0,0,7,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,-0.00017109030146035523,-0.006622393990005756,0.007771412562551922,0.06038739664089354,0.1313536085016703,0.04987613402248167,-0.0022683579985612887,-0.14194875016247713,0.05154169072500391,0.6099871878789331,1.8294069007118925,0.4520980936682695
770,"2-STORY 1946 & NEWER","Moderately Irregular","Hillside - Significant slope from side to side","Moderate Slope","Single-family Detached","Two story","Very Good","Average",47,53504,841,3279,1650,538000,1,0,1,0,0,0,0,0,0,0,1,0,8,5,0.5117056856187291,0.48688524590163934,0.49887640449438203,-0.07893821358913158,0.20092627506045113,0.2595344591069807,0.33224120221738185,0.0969837230679551,0.4958739121088586,-1.0465825745741502,4.306785984445536,1.7212887253254483,3.3560459286442583,1.3507256805586125,4.494808083224558
771,"SPLIT FOYER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Split Foyer","Average","Average",70.04995836802665,7252,576,858,858,134900,1,0,0,0,1,1,0,0,0,1,0,0,5,5,0.5,0.48688524590163934,0.4864864864864865,7.786769706960002e-16,-0.015260127987061074,0.07265152539753077,-0.12386279175398211,-0.03263984485348517,-0.06390945131288842,1.0323893988713526e-14,-0.3270956240827458,0.48184064642035657,-1.2511669690638858,-0.4545863497337572,-0.5793019381357477
772,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Below Average","Average",67,8877,396,1220,836,102000,1,0,0,1,0,1,0,0,0,1,0,0,3,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,-0.010445062904200081,-0.007664717951771631,-0.05428782580134089,-0.0556638467652858,-0.03624049951796963,-0.10959755018804465,-0.13848325581276855,-0.16429060778380825,-0.3600486147227247,-0.5622735081095909,-0.5047339061307675,-0.9934379334291092
773,"SPLIT OR MULTI-LEVEL","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Split Level","Above Average","Average",94,7819,672,1117,1029,107000,0,0,0,1,0,1,0,0,0,1,0,0,6,5,0.4827586206896552,0.48688524590163934,0.4461538461538462,0.08202069052045745,-0.012609914147055465,0.14035251270359564,-0.07506851895820216,-0.004652938143174208,-0.10265407011583245,1.0874508245150967,-0.2702891968572088,0.9308482523633332,-0.758284630977802,-0.06480307046608647,-0.9304993323206956
774,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Average",70,10150,275,912,912,114500,1,0,0,1,0,1,0,0,0,1,0,0,5,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,-0.00017109030146035523,-0.0017145905825879618,-0.13961927855169348,-0.11368946846837548,-0.023801874313386973,-0.09223885000751417,-0.0022683579985612887,-0.03675166270777906,-0.9259852847133515,-1.148403856103853,-0.3314968931229138,-0.8360914306580752
775,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Good","Average",110,14226,895,1973,1935,395000,1,0,0,1,0,1,0,0,0,1,0,0,8,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.13681521106840266,0.01733703483515959,0.2976162644666422,0.08619749460622889,0.14362856758514003,0.2972903820435899,1.813930279524202,0.3716134120211251,1.9738555036683727,0.8707010114997575,2.0003644793380637,2.694764091523928
776,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Townhouse End Unit","One story","Above Average","Average",32,4500,412,1204,1204,162000,1,0,0,1,0,1,0,0,0,1,0,0,6,5,0.5402298850574713,0.5526315789473685,0.4889807162534435,-0.13030807660283023,-0.028123247012978952,-0.04300432791699674,-0.05867816477583592,0.023988633051588475,-0.026275789321498332,-1.7276570636451865,-0.6028121809163925,-0.2852140137322286,-0.5927218378755266,0.3340979463283134,-0.23817472012814592
777,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average",86,11210,865,1614,1614,221500,0,0,0,0,1,1,0,0,0,1,0,0,7,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.05462343024648485,0.003239953809662383,0.2764597059334969,0.018563734244510726,0.09109174270788963,0.05635162353782676,0.724211097010544,0.06944730177029709,1.8335406268111927,0.18751661237657546,1.2686660428180503,0.510794633061976
778,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Average",100,13350,440,894,864,142500,0,0,0,0,1,1,0,0,0,1,0,0,5,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.1025686357259369,0.013242524563828174,-0.02325820661939448,-0.11708057623024436,-0.031657848126807595,-0.053355361603125886,1.3598806201435112,0.2838489847732056,-0.1542534619988604,-1.1826582270905306,-0.4409097434436635,-0.483635264450959
779,"DUPLEX - ALL STYLES AND AGES","Regular","Near Flat/Level","Gentle slope","Duplex","One story","Average","Average",60,8400,630,2020,0,144000,0,0,0,1,0,1,0,0,0,1,0,0,5,5,0.4230769230769231,0.4230769230769231,0.4889807162534435,-0.03441766564392611,-0.009894262928284285,0.11073333075719226,0.09505205376221984,-0.1730653767683788,-0.05127231758146222,-0.4563180173792521,-0.21208014179894252,0.7344074247632809,0.9601429801871936,-2.4103410492171577,-0.4647536841184349
780,"DUPLEX - ALL STYLES AND AGES","Regular","Near Flat/Level","Gentle slope","Duplex","Split Foyer","Above Average","Average",78,10530,504,1004,975,135000,1,0,0,1,0,1,0,0,0,1,0,0,6,5,0.4230769230769231,0.4230769230769231,0.4864864864864865,0.027226169972512246,6.156684104895415e-05,0.021875784917982106,-0.09635713990771233,-0.013490908683272407,-0.06377058171144417,0.36097136950599135,0.001319664180587863,0.14508494196312405,-0.9733259599497227,-0.18789252707692986,-0.5780431661135794
781,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average",63,7875,402,1253,1237,176000,0,0,0,1,0,1,0,0,0,1,0,0,7,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,-0.02414369304118638,-0.012348164631993183,-0.05005651409471183,-0.0494468158685262,0.029389615048315155,-0.006834045119304192,-0.32010311956504484,-0.2646786855262916,-0.33198563935128866,-0.49947382796734857,0.4093192809238288,-0.06194663702458781
782,"2-STORY 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Above Average","Average",65,7153,484,1603,761,175900,1,0,0,1,0,1,0,0,0,1,0,0,6,5,0.5117056856187291,0.48688524590163934,0.49887640449438203,-0.01729437797269323,-0.015722863736903323,0.007771412562551922,0.016491390612257524,-0.04851545860143935,-0.006972914720748436,-0.2292931876889067,-0.33701420661418874,0.05154169072500391,0.16658338566249467,-0.6756914847569389,-0.06320540904675608
783,"1-STORY 1946 & NEWER ALL STYLES","Moderately Irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average",67,16285,605,1430,1413,187100,1,0,1,0,0,1,0,0,0,1,0,0,7,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,-0.010445062904200081,0.026961003612181723,0.09310286531290453,-0.01610092287681557,0.058194852364190766,0.008580480641006876,-0.13848325581276855,0.5778998911346711,0.6174783607156308,-0.16263917993168497,0.810499732099911,0.07777705743609041
784,"SPLIT FOYER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Split Foyer","Average","Above Average",70.04995836802665,9101,602,1110,1097,165500,0,0,0,0,1,1,0,0,0,1,0,0,5,6,0.5,0.48688524590163934,0.4864864864864865,7.786769706960002e-16,-0.006617719891522501,0.09098720945959,-0.07638728308781784,0.006476358092505007,-0.021415353270949795,1.0323893988713526e-14,-0.14184856246013933,0.6034468730299127,-0.7716057752503988,0.09019846748830891,-0.1941176993522564
785,"2-1/2 STORY ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two and one-half story: 2nd level unfinished","Above Average","Above Average",35,6300,0,1484,742,128000,1,0,0,1,0,1,0,0,0,1,0,0,6,6,0.3125,0.48688524590163934,0.36363636363636365,-0.12003410400009049,-0.019709869743119873,-0.33355439843885853,-0.005927599591208942,-0.051625114902585006,-0.07349145381254124,-1.5914421658309792,-0.4224743167083387,-2.2122049892375033,-0.059876066971652014,-0.7190007380089023,-0.6661572076653585
786,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Average",70.04995836802665,9790,457,1342,1372,161500,1,0,0,1,0,1,0,0,0,1,0,0,6,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,7.786769706960002e-16,-0.0033972660365597773,-0.011269490117278826,-0.03267967193484119,0.05148454139856065,-0.02697013732871955,1.0323893988713526e-14,-0.07281923554938984,-0.07474169844645827,-0.33010499364433127,0.7170429224509373,-0.24446858023898727
787,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Average","Above Average",60,10800,416,1652,686,139000,1,0,0,1,0,1,0,0,0,1,0,0,5,6,0.5,0.48688524590163934,0.525974025974026,-0.03441766564392611,0.0013235734315278156,-0.0401834534459107,0.025722739519567245,-0.060790417684909066,-0.05821579765367442,-0.4563180173792521,0.028370343811795942,-0.2665053634846046,0.25983139557067275,-0.8466490633831102,-0.5276922852268485
788,"2-STORY 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Good","Average",76,10142,618,2084,956,233000,0,0,0,0,1,1,0,0,0,1,0,0,7,5,0.5117056856187291,0.48688524590163934,0.49887640449438203,0.020376854904019095,-0.0017519833704540023,0.10227070734393415,0.1071093258044203,-0.01660056498441807,0.0723216277039148,0.2701614376298532,-0.03755316432648152,0.6782814740204088,1.0819362992509365,-0.23120178032889327,0.6555534156113273
789,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Below Average","Good",50,6000,281,901,901,107900,0,0,0,1,0,1,0,0,0,1,0,0,3,7,0.4906716417910448,0.48688524590163934,0.4889807162534435,-0.06866424098639186,-0.021112099288096386,-0.13538796684506443,-0.11576181210062869,-0.0256022016456292,-0.10140424370283425,-0.9103676767599429,-0.452530627409681,-0.8979223093419155,-1.1693370828179337,-0.35657067132141895,-0.9191703841211811
790,"2-STORY 1946 & NEWER","Slightly irregular","Depression","Gentle slope","Single-family Detached","Two story","Above Average","Very Good",70.04995836802665,12205,444,2087,832,187500,0,0,0,0,1,0,0,1,0,1,0,0,6,8,0.5117056856187291,0.48688524590163934,0.49887640449438203,7.786769706960002e-16,0.00789068180050115,-0.020437332148308444,0.10767451043139845,-0.03689516400242134,0.009135959046783852,1.0323893988713526e-14,0.16913406559641575,-0.13554481175123637,1.0876453610820493,-0.5138516436574966,0.08281214552476349
791,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Townhouse End Unit","One story","Good","Average",43,3182,397,1145,1145,160200,0,0,0,1,0,1,0,0,0,1,0,0,7,5,0.5402298850574713,0.5526315789473685,0.4889807162534435,-0.09263684372611788,-0.034283708813909096,-0.05358260718356937,-0.06979346243973947,0.014332331905925628,-0.02877544214749472,-1.2282024383264265,-0.734859572597623,-0.35537145216081867,-0.7050000538874145,0.1996113178090586,-0.2608326165271748
792,"SPLIT OR MULTI-LEVEL","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Split Level","Above Average","Average",70.04995836802665,11333,539,1062,1029,146800,0,0,0,0,1,1,0,0,0,1,0,0,6,5,0.4827586206896552,0.48688524590163934,0.4461538461538462,7.786769706960002e-16,0.003814867923102753,0.046558436539984926,-0.08543023711946818,-0.004652938143174208,-0.0473839687410234,1.0323893988713526e-14,0.08177038915784744,0.3087856316298343,-0.8629507645482059,-0.06480307046608647,-0.4295080674977233
793,"2-STORY 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Good","Average",92,9920,455,2013,1117,269790,1,0,0,0,1,1,0,0,0,1,0,0,7,5,0.5117056856187291,0.48688524590163934,0.49887640449438203,0.0751713754519643,-0.0027896332337366218,-0.012679927352821843,0.09373328963260417,0.009749680514763598,0.12341175407525212,0.9966408926389585,-0.05979483424547483,-0.0840960235702703,0.9468218359145968,0.1357871551219546,1.1186556425670346
794,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Good","Average",76,9158,474,1496,1496,225000,1,0,0,1,0,1,0,0,0,1,0,0,8,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.020376854904019095,-0.006351296277976964,0.0007192263848368303,-0.0036668610832963563,0.07177914041656393,0.0612120595883753,0.2701614376298532,-0.1361378634268843,0.0047700651059438435,-0.037039819647200246,0.9996927857795407,0.5548516538378655
795,"2-STORY 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Good","Average",70.04995836802665,10832,409,1895,712,194500,0,0,0,0,1,1,0,0,0,1,0,0,7,5,0.5117056856187291,0.48688524590163934,0.49887640449438203,7.786769706960002e-16,0.001473144582991977,-0.04511998377031127,0.07150269430479708,-0.0565350985359729,0.01885683114788092,1.0323893988713526e-14,0.031576350286605784,-0.2992455014179466,0.7222654038908211,-0.7873837694593708,0.17092618707654256
796,"2-STORY 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Above Average","Above Average",70,8400,476,1564,650,171000,0,0,0,1,0,1,0,0,0,1,0,0,6,6,0.5117056856187291,0.48688524590163934,0.49887640449438203,-0.00017109030146035523,-0.009894262928284285,0.0021296636203798486,0.009143990461541624,-0.06668239804497454,-0.013777525191516385,-0.0022683579985612887,-0.21208014179894252,0.014124390229755857,0.09236558185802643,-0.9287087011236725,-0.12488523813300141
797,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Average",71,8197,528,1285,660,143500,0,0,0,1,0,1,0,0,0,1,0,0,6,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.00325356723278622,-0.010843104920385059,0.038801031744498324,-0.04341817984742597,-0.06504573683384524,-0.051966665588683444,0.04313660793950779,-0.2324182453735175,0.2573368434488682,-0.43857716843547717,-0.9059143573068497,-0.47104754422927625
798,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Average",57,7677,240,773,773,110000,0,0,0,1,0,1,0,0,0,1,0,0,5,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,-0.04469163824666583,-0.013273636131677681,-0.16430193017369632,-0.13987635618502958,-0.04655146514808419,-0.09848798207250514,-0.5925329151934593,-0.2845158505891775,-1.0896859743800618,-1.4129237209454193,-0.6483382721767514,-0.8927361716556474
799,"2-STORY 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Excellent","Average",104,13518,820,3140,1926,485000,1,0,0,1,0,1,0,0,0,1,0,0,9,5,0.5117056856187291,0.48688524590163934,0.49887640449438203,0.1162672658629232,0.01402777310901502,0.244724868133779,0.30605431450072773,0.14215557249512367,0.4222730233434094,1.5415004838957875,0.30068051876595725,1.6230683115254223,3.091526063802692,1.9798495699029233,3.8276589114753734
800,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Average","Good",60,7200,240,1768,731,175000,0,0,0,1,0,1,0,0,0,1,0,0,5,7,0.5,0.48688524590163934,0.525974025974026,-0.03441766564392611,-0.015503181108190336,-0.16430193017369632,0.047576545096055564,-0.05342544223482724,-0.00822274113374663,-0.4563180173792521,-0.33230538460431175,-1.0896859743800618,0.48058178637370647,-0.7440745162074074,-0.07453435724627053
801,"2-STORY 1946 & NEWER","Slightly irregular","Hillside - Significant slope from side to side","Moderate Slope","Single-family Detached","Two story","Above Average","Average",79,12798,603,1688,616,200000,1,0,0,0,1,0,0,0,0,0,1,0,6,5,0.5117056856187291,0.48688524590163934,0.49887640449438203,0.030650827506758824,0.01066242220107139,0.09169242807736151,0.032504955043305,-0.07224704616281415,0.026494659227314334,0.40637633544406043,0.2285453730827357,0.6081240355918187,0.328340137544028,-1.0062094701008701,0.2401586482957975
802,"1-STORY 1945 & OLDER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Below Average","Good",40,4800,440,1196,1196,109900,0,0,0,1,0,1,0,0,0,1,0,0,3,7,0.4927536231884058,0.48688524590163934,0.4889807162534435,-0.10291081632885761,-0.02672101746800244,-0.02325820661939448,-0.06018532378111097,0.02267930408268504,-0.09862685167394938,-1.3644173361406338,-0.5727558702150503,-0.1542534619988604,-0.6079460027584944,0.3158624712748551,-0.8939949436778157
803,"2-STORY 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Good","Average",63,8199,410,1456,728,189000,0,0,0,1,0,1,0,0,0,1,0,0,7,5,0.5117056856187291,0.48688524590163934,0.49887640449438203,-0.02414369304118638,-0.010833756723418549,-0.044414765152539754,-0.011202656109671638,-0.05391644059816603,0.01121900306844751,-0.32010311956504484,-0.23221786996884186,-0.2945683388560406,-0.11316064406203948,-0.7509128193524542,0.10169372585728757
804,"2-STORY 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Excellent","Average",107,13891,1020,2822,1734,582933,0,0,0,1,0,1,0,0,0,1,0,0,9,5,0.5117056856187291,0.48688524590163934,0.49887640449438203,0.12654123846566293,0.01577121184326915,0.3857685916880808,0.24614474404104425,0.11073167724144117,0.5582721901258006,1.6777153817099948,0.3380505317379595,2.5585008239066234,2.48636550970472,1.5421981686199244,5.060412115945428
805,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Average",75,9000,286,1128,936,118000,0,0,0,1,0,1,0,0,0,1,0,0,5,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.01695219736977252,-0.007089803838331261,-0.1318618737562069,-0.07299617532594896,-0.019873887406676664,-0.08737841395696563,0.22475647169178412,-0.1519675203962579,-0.8745364965323855,-0.7373514042637211,-0.276790467962539,-0.7920344098821857
806,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average",91,12274,554,1428,1417,227680,1,0,0,0,1,1,0,0,0,1,0,0,7,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.07174671791771772,0.008213194595845748,0.05713671580655756,-0.016477712628134338,0.05884951684864249,0.06493376490708103,0.9512359267008894,0.1760470170577245,0.3789430700584244,-0.16644522115242694,0.8196174696266402,0.5885867440319752
807,"SPLIT OR MULTI-LEVEL","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Split Level","Average","Average",75,9750,384,980,980,135500,0,0,0,1,0,1,0,0,0,1,0,0,5,5,0.4827586206896552,0.48688524590163934,0.4461538461538462,0.01695219736977252,-0.0035842299758899786,-0.06275044921459899,-0.1008786169235375,-0.012672578077707759,-0.06307623370422295,0.22475647169178412,-0.07682674364290214,-0.4161745654655968,-1.0189984545986264,-0.17649535516851844,-0.571749306002738
808,"2-STORY 1945 & OLDER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Average","Above Average",144,21384,528,1576,1324,223500,0,0,0,1,0,1,0,0,0,1,0,0,5,6,0.4,0.48688524590163934,0.49887640449438203,0.25325356723278625,0.050794231778299184,0.038801031744498324,0.011404728969454209,0.043628567585140034,0.059129015566711636,3.3576991214185505,1.0887569853551526,0.2573368434488682,0.1152018291824782,0.6076300721301876,0.5359700735053414
809,"SPLIT OR MULTI-LEVEL","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Split Level","Average","Average",85,13400,484,1086,1024,159950,0,0,0,1,0,1,0,0,0,1,0,0,5,5,0.4827586206896552,0.48688524590163934,0.4461538461538462,0.05119877271223827,0.013476229487990925,0.007771412562551922,-0.08090876010364301,-0.005471268748738856,-0.02912261615110533,0.6788061310724749,0.28885836989009595,0.05154169072500391,-0.8172782698993023,-0.07620024237449789,-0.2639795465825955
810,"2-1/2 STORY ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two and one-half story: 2nd level unfinished","Average","Average",90,8100,360,2138,849,106000,0,0,0,1,0,1,0,0,0,1,0,0,5,5,0.3125,0.48688524590163934,0.36363636363636365,0.06832206038347115,-0.011296492473260799,-0.07967569604111521,0.11728264909002693,-0.03411283994350154,-0.1040427661302749,0.9058309607628203,-0.24213645250028484,-0.528426466951341,1.1846994122109693,-0.4751012591688978,-0.9430870525423783
811,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Above Average",78,10140,484,1309,1040,181000,0,0,0,1,0,1,0,0,0,1,0,0,6,6,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.027226169972512246,-0.0017613315674205124,0.007771412562551922,-0.0388967028316008,-0.002852610810931982,0.00010943495290800059,0.36097136950599135,-0.03775353973115714,0.05154169072500391,-0.3929046737865736,-0.03972929226758133,0.0009919640838258012
812,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Townhouse End Unit","One story","Above Average","Average",70.04995836802665,4438,420,848,848,144500,1,0,0,1,0,1,0,0,0,1,0,0,6,5,0.5402298850574713,0.5526315789473685,0.4889807162534435,7.786769706960002e-16,-0.028413041118940763,-0.037362578974824666,-0.12574674051057594,-0.03427650606461447,-0.05057796957424101,1.0323893988713526e-14,-0.6090238184613366,-0.24779671323698052,-1.2701971751675958,-0.47738069355058005,-0.45845982400759355
813,"1-STORY 1946 & NEWER ALL STYLES","Regular","Banked - Quick and significant rise from street grade to building","Moderate Slope","Single-family Detached","One story","Average","Average",66,8712,504,1044,540,55993,1,0,0,1,0,0,1,0,0,0,1,0,5,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,-0.013869720438446656,-0.008435944201508713,0.021875784917982106,-0.08882134488133706,-0.0846856713673968,-0.17348728772449792,-0.1838882217508376,-0.1808215786695465,0.14508494196312405,-0.8972051355348835,-1.179446483108724,-1.5725611776680661
814,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Above Average",75,9750,301,1442,1442,157900,0,0,0,1,0,1,0,0,0,1,0,0,6,6,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.01695219736977252,-0.0035842299758899786,-0.12128359448963426,-0.013840184368902988,0.06294116987646572,-0.03196944298071233,0.22475647169178412,-0.07682674364290214,-0.8043790581037954,-0.1398029326072332,0.8766033291686972,-0.2897843730370451
815,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Average","Good",45,8248,280,1250,686,116000,1,0,0,1,0,1,0,0,0,1,0,0,5,7,0.5,0.48688524590163934,0.525974025974026,-0.08578752865762473,-0.010604725897739052,-0.13609318546283594,-0.05001200049550435,-0.060790417684909066,-0.0901558059858505,-1.1373925064502883,-0.2273086725542893,-0.9025994719038215,-0.5051828897984615,-0.8466490633831102,-0.8172098503255512
816,"1-STORY 1946 & NEWER ALL STYLES","Moderately Irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average",48,12137,598,1661,1649,224900,0,0,1,0,0,1,0,0,0,1,0,0,7,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,-0.07551355605488501,0.007572843103639807,0.08816633498850397,0.027418293400501684,0.09682005694684216,0.06107318998693105,-1.001177608636081,0.16232130183744484,0.5847382227822887,0.27695858106401156,1.3484462461769302,0.5535928818156973
817,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Above Average",70.04995836802665,11425,275,1008,1008,137000,0,0,0,0,1,1,0,0,0,1,0,0,5,6,0.4906716417910448,0.48688524590163934,0.4889807162534435,7.786769706960002e-16,0.004244884983562217,-0.13961927855169348,-0.0956035604050748,-0.00808992668654573,-0.0609931896825593,1.0323893988713526e-14,0.09098765777292575,-0.9259852847133515,-0.9657138775082388,-0.11267119248141445,-0.5528677256702139
818,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Good","Average",70.04995836802665,13265,857,1689,1568,271000,1,0,0,0,1,1,0,0,0,1,0,0,8,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,7.786769706960002e-16,0.012845226192751495,0.2708179569913248,0.03269334991896438,0.08356310113669486,0.12509207625272747,1.0323893988713526e-14,0.2753330300744919,1.7961233263159444,0.33024315815439903,1.1638120612606653,1.1338867840352707
819,"SPLIT OR MULTI-LEVEL","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Split Level","Above Average","Good",80,8816,440,1052,1010,155000,0,0,0,1,0,1,0,0,0,1,0,0,6,7,0.4827586206896552,0.48688524590163934,0.4461538461538462,0.034075485041005396,-0.007949837959250187,-0.02325820661939448,-0.08731418587606199,-0.007762594444319871,-0.0359966614225954,0.4517813013821295,-0.17040205762641453,-0.1542534619988604,-0.8819809706519156,-0.10811232371804988,-0.326288761679925
820,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Townhouse End Unit","One story","Good","Average",44,6371,484,1358,1358,224000,0,0,0,0,1,1,0,0,0,1,0,0,7,5,0.5402298850574713,0.5526315789473685,0.4889807162534435,-0.08921218619187131,-0.019378008750808768,0.007771412562551922,-0.02966535392429108,0.04919321570297964,0.05982336357393286,-1.1827974723883574,-0.4153609898423543,0.05154169072500391,-0.29965666387839557,0.6851308411073853,0.5422639336161829
